# filename<TAB>category — PLAT ticket category mapping for docs/bugs/pulse_platform/ refactor
plat-246.md	learnings-knowledge
plat-247.md	integrations
plat-248.md	browser-automation
plat-249.md	browser-automation
plat-250.md	frontend-chat
plat-251.md	frontend-chat
plat-252.md	frontend-chat
plat-253.md	frontend-chat
plat-254.md	frontend-chat
plat-255.md	evaluation
plat-256.md	frontend-chat
plat-257.md	learnings-knowledge
plat-258.md	pulse-governance
plat-259.md	step-execution
plat-260.md	pulse-governance
plat-261.md	security-sandbox
plat-262.md	security-sandbox
plat-263.md	learnings-knowledge
plat-264.md	integrations
plat-265.md	learnings-knowledge
plat-266.md	security-sandbox
plat-267.md	security-sandbox
plat-268.md	frontend-chat
plat-269.md	step-execution
plat-270.md	pulse-governance
plat-271.md	pulse-governance
plat-272.md	security-sandbox
plat-273.md	coding-agent-bridge
plat-274.md	coding-agent-bridge
plat-275.md	coding-agent-bridge
plat-276.md	security-sandbox
plat-277.md	frontend-chat
plat-278.md	frontend-chat
plat-279.md	frontend-chat
plat-280.md	step-execution
plat-281.md	security-sandbox
plat-282.md	evaluation
plat-283.md	security-sandbox
plat-284.md	security-sandbox
plat-285.md	plans-contracts
plat-286.md	step-execution
plat-287.md	step-execution
plat-288.md	step-execution
plat-289.md	learnings-knowledge
plat-290.md	plans-contracts
plat-291.md	pulse-governance
plat-292.md	frontend-chat
plat-293.md	frontend-chat
plat-294.md	step-execution
plat-295.md	human-decisions
plat-296.md	security-sandbox
plat-297.md	coding-agent-bridge
plat-298.md	step-execution
plat-299.md	frontend-chat
plat-300.md	integrations
plat-301.md	integrations
plat-303.md	pulse-governance
plat-304.md	security-sandbox
plat-305.md	pulse-governance
plat-306.md	pulse-governance
plat-307.md	security-sandbox
plat-308.md	security-sandbox
plat-309.md	integrations
plat-310.md	learnings-knowledge
plat-311.md	pulse-governance
plat-312.md	security-sandbox
plat-313.md	coding-agent-bridge
plat-314.md	coding-agent-bridge
plat-315.md	pulse-governance
plat-316.md	frontend-chat
plat-317.md	security-sandbox
plat-318.md	frontend-chat
plat-319.md	integrations
plat-320.md	scheduler-runs
plat-321.md	scheduler-runs
plat-322.md	browser-automation
plat-323.md	chat-reliability
